
msd: manmade.concrete.pavingconcrete.solid.all.0092uuu_cnc.jhu.becknic.spectrum.txt is closest to: rock.sedimentary.dolomite.solid.all.ro368.usgs.perknic.spectrum.txt w/ score: 1.518
Actual closest compound, meteorites.achondrite.urelite.fine.tir.dingopupdonga.jhu.becknic.spectrum.txt, was 9 spectrum from closest

msd: meteorites.anomalou.none.fine.tir.winona.jhu.becknic.spectrum.txt is closest to: meteorites.ordinarychondrite.l3.fine.tir.alha77214.jhu.becknic.spectrum.txt w/ score: 1.892
Actual closest compound, meteorites.anomalou.none.fine.tir.tierrablanca.jhu.becknic.spectrum.txt, was 1 spectrum from closest

msd: meteorites.carbonaceouschondrite.cm2.fine.tir.alh83100.jhu.becknic.spectrum.txt is closest to: meteorites.ordinarychondrite.l3.fine.tir.alha77214.jhu.becknic.spectrum.txt w/ score: 1.262
Actual closest compound, meteorites.carbonaceouschondrite.cm2.fine.tir.alh83102.jhu.becknic.spectrum.txt, was 3 spectrum from closest

msd: meteorites.carbonaceouschondrite.co.fine.tir.alh83108.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.co3.fine.tir.isna.jhu.becknic.spectrum.txt w/ score: 4.938
Actual closest compound, meteorites.carbonaceouschondrite.co.fine.tir.lance1.jhu.becknic.spectrum.txt, was 4 spectrum from closest

msd: meteorites.carbonaceouschondrite.co.fine.tir.lance1.jhu.becknic.spectrum.txt is closest to: meteorites.achondrite.urelite.fine.tir.pca82506.jhu.becknic.spectrum.txt w/ score: 2.208
Actual closest compound, meteorites.carbonaceouschondrite.co.fine.tir.alh83108.jhu.becknic.spectrum.txt, was 3 spectrum from closest

msd: meteorites.carbonaceouschondrite.co3.fine.tir.alha77003.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.cv3.fine.tir.allende3.jhu.becknic.spectrum.txt w/ score: 2.386
Actual closest compound, meteorites.carbonaceouschondrite.co3.fine.tir.isna.jhu.becknic.spectrum.txt, was 8 spectrum from closest

msd: meteorites.carbonaceouschondrite.co3.fine.tir.isna.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.co.fine.tir.alh83108.jhu.becknic.spectrum.txt w/ score: 4.938
Actual closest compound, meteorites.carbonaceouschondrite.co3.fine.tir.alha77003.jhu.becknic.spectrum.txt, was 11 spectrum from closest

msd: meteorites.carbonaceouschondrite.cv3.fine.tir.allende1.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.c4.fine.tir.karoonda1.jhu.becknic.spectrum.txt w/ score: 2.315
Actual closest compound, meteorites.carbonaceouschondrite.cv3.fine.tir.allende3.jhu.becknic.spectrum.txt, was 2 spectrum from closest

msd: meteorites.carbonaceouschondrite.cv3.fine.tir.allende3.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.co3.fine.tir.alha77003.jhu.becknic.spectrum.txt w/ score: 2.386
Actual closest compound, meteorites.carbonaceouschondrite.cv3.fine.tir.allende1.jhu.becknic.spectrum.txt, was 4 spectrum from closest

msd: meteorites.ordinarychondrite.h4.fine.tir.alha77294.jhu.becknic.spectrum.txt is closest to: meteorites.ordinarychondrite.h5.fine.tir.uberaba.jhu.becknic.spectrum.txt w/ score: 2.601
Actual closest compound, meteorites.ordinarychondrite.h4.fine.tir.marilia.jhu.becknic.spectrum.txt, was 4 spectrum from closest

msd: meteorites.ordinarychondrite.h4.fine.tir.marilia.jhu.becknic.spectrum.txt is closest to: meteorites.ordinarychondrite.l6.fine.tir.alha77155.jhu.becknic.spectrum.txt w/ score: 2.188
Actual closest compound, meteorites.ordinarychondrite.h4.fine.tir.alha77294.jhu.becknic.spectrum.txt, was 4 spectrum from closest

msd: meteorites.ordinarychondrite.h5.fine.tir.uberaba.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.co3.fine.tir.isna.jhu.becknic.spectrum.txt w/ score: 2.892
Actual closest compound, meteorites.ordinarychondrite.h5.fine.tir.ucera.jhu.becknic.spectrum.txt, was 14 spectrum from closest

msd: meteorites.ordinarychondrite.h5.fine.tir.ucera.jhu.becknic.spectrum.txt is closest to: meteorites.ordinarychondrite.ll6.fine.tir.pca82507.jhu.becknic.spectrum.txt w/ score: 2.298
Actual closest compound, meteorites.ordinarychondrite.h5.fine.tir.uberaba.jhu.becknic.spectrum.txt, was 18 spectrum from closest

msd: meteorites.ordinarychondrite.l3.fine.tir.alha77214.jhu.becknic.spectrum.txt is closest to: meteorites.anomalou.none.fine.tir.winona.jhu.becknic.spectrum.txt w/ score: 1.892
Actual closest compound, meteorites.ordinarychondrite.l3.fine.tir.alha77216.jhu.becknic.spectrum.txt, was 77 spectrum from closest

msd: meteorites.ordinarychondrite.l3.fine.tir.alha77216.jhu.becknic.spectrum.txt is closest to: meteorites.carbonaceouschondrite.co3.fine.tir.alha77003.jhu.becknic.spectrum.txt w/ score: 1.824
Actual closest compound, meteorites.ordinarychondrite.l3.fine.tir.alha77214.jhu.becknic.spectrum.txt, was 148 spectrum from closest

msd: meteorites.ordinarychondrite.ll6.fine.tir.olivenza.jhu.becknic.spectrum.txt is closest to: meteorites.achondrite.shergottite.fine.tir.alha77005.jhu.becknic.spectrum.txt w/ score: 2.593
Actual closest compound, meteorites.ordinarychondrite.ll6.fine.tir.pca82507.jhu.becknic.spectrum.txt, was 2 spectrum from closest

msd: meteorites.ordinarychondrite.ll6.fine.tir.pca82507.jhu.becknic.spectrum.txt is closest to: meteorites.ordinarychondrite.h5.fine.tir.ucera.jhu.becknic.spectrum.txt w/ score: 2.298
Actual closest compound, meteorites.ordinarychondrite.ll6.fine.tir.olivenza.jhu.becknic.spectrum.txt, was 2 spectrum from closest

msd: mineral.arsenate.none.coarse.tir.a-1a.jpl.nicolet.spectrum.txt is closest to: mineral.arsenate.none.medium.tir.a-1a.jpl.nicolet.spectrum.txt w/ score: 1.096
Actual closest compound, mineral.arsenate.none.coarse.tir.a-2a.jpl.nicolet.spectrum.txt, was 266 spectrum from closest

msd: mineral.arsenate.none.coarse.tir.a-2a.jpl.nicolet.spectrum.txt is closest to: mineral.arsenate.none.medium.tir.a-2a.jpl.nicolet.spectrum.txt w/ score: 0.647
Actual closest compound, mineral.arsenate.none.coarse.tir.a-1a.jpl.nicolet.spectrum.txt, was 70 spectrum from closest

msd: mineral.arsenate.none.coarse.vswir.a-1a.jpl.beckman.spectrum.txt is closest to: mineral.arsenate.none.medium.vswir.a-1a.jpl.beckman.spectrum.txt w/ score: 2.088
Actual closest compound, mineral.arsenate.none.coarse.vswir.a-1a.jpl.perkin.spectrum.txt, was 307 spectrum from closest

msd: mineral.arsenate.none.coarse.vswir.a-1a.jpl.perkin.spectrum.txt is closest to: mineral.arsenate.none.medium.vswir.a-1a.jpl.perkin.spectrum.txt w/ score: 2.614
Actual closest compound, mineral.arsenate.none.coarse.vswir.a-1a.jpl.beckman.spectrum.txt, was 126 spectrum from closest

msd: mineral.arsenate.none.fine.tir.a-1a.jpl.nicolet.spectrum.txt is closest to: mineral.halide.none.fine.tir.h-1a.jpl.nicolet.spectrum.txt w/ score: 1.653
Actual closest compound, mineral.arsenate.none.fine.tir.a-2a.jpl.nicolet.spectrum.txt, was 387 spectrum from closest

msd: mineral.arsenate.none.fine.tir.a-2a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.medium.tir.b-2a.jpl.nicolet.spectrum.txt w/ score: 1.532
Actual closest compound, mineral.arsenate.none.fine.tir.a-1a.jpl.nicolet.spectrum.txt, was 130 spectrum from closest

msd: mineral.arsenate.none.fine.vswir.a-1a.jpl.beckman.spectrum.txt is closest to: mineral.tungstate.none.fine.vswir.t-1a.jpl.beckman.spectrum.txt w/ score: 3.847
Actual closest compound, mineral.arsenate.none.fine.vswir.a-1a.jpl.perkin.spectrum.txt, was 130 spectrum from closest

msd: mineral.arsenate.none.fine.vswir.a-1a.jpl.perkin.spectrum.txt is closest to: mineral.tungstate.none.fine.vswir.t-1a.jpl.perkin.spectrum.txt w/ score: 2.540
Actual closest compound, mineral.arsenate.none.fine.vswir.a-1a.jpl.beckman.spectrum.txt, was 85 spectrum from closest

msd: mineral.arsenate.none.medium.tir.a-1a.jpl.nicolet.spectrum.txt is closest to: mineral.halide.none.coarse.tir.h-1a.jpl.nicolet.spectrum.txt w/ score: 1.467
Actual closest compound, mineral.arsenate.none.medium.tir.a-2a.jpl.nicolet.spectrum.txt, was 389 spectrum from closest

msd: mineral.arsenate.none.medium.tir.a-2a.jpl.nicolet.spectrum.txt is closest to: mineral.arsenate.none.coarse.tir.a-2a.jpl.nicolet.spectrum.txt w/ score: 0.647
Actual closest compound, mineral.arsenate.none.medium.tir.a-1a.jpl.nicolet.spectrum.txt, was 115 spectrum from closest

msd: mineral.arsenate.none.medium.vswir.a-1a.jpl.beckman.spectrum.txt is closest to: mineral.tungstate.none.fine.vswir.t-1a.jpl.beckman.spectrum.txt w/ score: 2.516
Actual closest compound, mineral.arsenate.none.medium.vswir.a-1a.jpl.perkin.spectrum.txt, was 261 spectrum from closest

msd: mineral.arsenate.none.medium.vswir.a-1a.jpl.perkin.spectrum.txt is closest to: mineral.arsenate.none.coarse.vswir.a-1a.jpl.perkin.spectrum.txt w/ score: 2.614
Actual closest compound, mineral.arsenate.none.medium.vswir.a-1a.jpl.beckman.spectrum.txt, was 112 spectrum from closest

msd: mineral.borate.none.coarse.all.nmnh102876-2.usgs.perknic.spectrum.txt is closest to: mineral.sulfate.none.coarse.all.epsomite.usgs.perknic.spectrum.txt w/ score: 0.553
Actual closest compound, mineral.borate.none.coarse.all.nmnh123943.usgs.perknic.spectrum.txt, was 70 spectrum from closest

msd: mineral.borate.none.coarse.all.nmnh123943.usgs.perknic.spectrum.txt is closest to: mineral.chloride.none.coarse.all.nmnh83904.usgs.perknic.spectrum.txt w/ score: 0.745
Actual closest compound, mineral.borate.none.coarse.all.nmnh102876-2.usgs.perknic.spectrum.txt, was 15 spectrum from closest

msd: mineral.borate.none.coarse.tir.b-1a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.medium.tir.b-1a.jpl.nicolet.spectrum.txt w/ score: 0.448
Actual closest compound, mineral.borate.none.coarse.tir.b-2a.jpl.nicolet.spectrum.txt, was 33 spectrum from closest

msd: mineral.borate.none.coarse.tir.b-2a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.medium.tir.b-2a.jpl.nicolet.spectrum.txt w/ score: 2.832
Actual closest compound, mineral.borate.none.coarse.tir.b-1a.jpl.nicolet.spectrum.txt, was 77 spectrum from closest

msd: mineral.borate.none.coarse.vswir.b-1a.jpl.beckman.spectrum.txt is closest to: mineral.borate.none.medium.vswir.b-1a.jpl.beckman.spectrum.txt w/ score: 3.596
Actual closest compound, mineral.borate.none.coarse.vswir.b-1a.jpl.perkin.spectrum.txt, was 340 spectrum from closest

msd: mineral.borate.none.coarse.vswir.b-1a.jpl.perkin.spectrum.txt is closest to: mineral.borate.none.medium.vswir.b-1a.jpl.perkin.spectrum.txt w/ score: 1.063
Actual closest compound, mineral.borate.none.coarse.vswir.b-1a.jpl.beckman.spectrum.txt, was 232 spectrum from closest

msd: mineral.borate.none.fine.tir.b-1a.jpl.nicolet.spectrum.txt is closest to: mineral.arsenate.none.fine.tir.a-2a.jpl.nicolet.spectrum.txt w/ score: 1.164
Actual closest compound, mineral.borate.none.fine.tir.b-2a.jpl.nicolet.spectrum.txt, was 5 spectrum from closest

msd: mineral.borate.none.fine.tir.b-2a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.medium.tir.b-2a.jpl.nicolet.spectrum.txt w/ score: 1.707
Actual closest compound, mineral.borate.none.fine.tir.b-1a.jpl.nicolet.spectrum.txt, was 4 spectrum from closest

msd: mineral.borate.none.fine.vswir.b-1a.jpl.beckman.spectrum.txt is closest to: mineral.borate.none.medium.vswir.b-1a.jpl.beckman.spectrum.txt w/ score: 1.884
Actual closest compound, mineral.borate.none.fine.vswir.b-1a.jpl.perkin.spectrum.txt, was 334 spectrum from closest

msd: mineral.borate.none.fine.vswir.b-1a.jpl.perkin.spectrum.txt is closest to: rock.sedimentary.chemicalprecipitate.solid.vswir.ward75.jpl.perkin.spectrum.txt w/ score: 5.523
Actual closest compound, mineral.borate.none.fine.vswir.b-1a.jpl.beckman.spectrum.txt, was 150 spectrum from closest

msd: mineral.borate.none.medium.tir.b-1a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.fine.tir.b-1a.jpl.nicolet.spectrum.txt w/ score: 0.514
Actual closest compound, mineral.borate.none.medium.tir.b-2a.jpl.nicolet.spectrum.txt, was 6 spectrum from closest

msd: mineral.borate.none.medium.tir.b-2a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.coarse.tir.b-2a.jpl.nicolet.spectrum.txt w/ score: 2.832
Actual closest compound, mineral.borate.none.medium.tir.b-1a.jpl.nicolet.spectrum.txt, was 19 spectrum from closest

msd: mineral.borate.none.medium.vswir.b-1a.jpl.beckman.spectrum.txt is closest to: mineral.borate.none.coarse.vswir.b-1a.jpl.beckman.spectrum.txt w/ score: 3.596
Actual closest compound, mineral.borate.none.medium.vswir.b-1a.jpl.perkin.spectrum.txt, was 339 spectrum from closest

msd: mineral.borate.none.medium.vswir.b-1a.jpl.perkin.spectrum.txt is closest to: mineral.borate.none.coarse.vswir.b-1a.jpl.perkin.spectrum.txt w/ score: 1.063
Actual closest compound, mineral.borate.none.medium.vswir.b-1a.jpl.beckman.spectrum.txt, was 187 spectrum from closest

msd: mineral.carbonate.none.coarse.all.natron.usgs.perknic.spectrum.txt is closest to: mineral.sulfate.none.coarse.all.epsomite.usgs.perknic.spectrum.txt w/ score: 2.096
Actual closest compound, mineral.carbonate.none.coarse.all.nmnh105598.usgs.perknic.spectrum.txt, was 373 spectrum from closest

msd: mineral.carbonate.none.coarse.all.nmnh105598.usgs.perknic.spectrum.txt is closest to: mineral.sulfate.none.coarse.all.eugstec.usgs.perknic.spectrum.txt w/ score: 0.753
Actual closest compound, mineral.carbonate.none.coarse.all.natron.usgs.perknic.spectrum.txt, was 395 spectrum from closest

msd: mineral.carbonate.none.coarse.tir.aragonite_1.jhu.nicolet.spectrum.txt is closest to: mineral.hydroxide.none.solid.tir.goethite_1.jhu.nicolet.spectrum.txt w/ score: 0.431
Actual closest compound, mineral.carbonate.none.coarse.tir.c-10a.jpl.nicolet.spectrum.txt, was 293 spectrum from closest

msd: mineral.carbonate.none.coarse.tir.c-10a.jpl.nicolet.spectrum.txt is closest to: mineral.arsenate.none.fine.tir.a-2a.jpl.nicolet.spectrum.txt w/ score: 1.087
Actual closest compound, mineral.carbonate.none.coarse.tir.aragonite_1.jhu.nicolet.spectrum.txt, was 105 spectrum from closest

msd: mineral.carbonate.none.coarse.vswir.c-10a.jpl.beckman.spectrum.txt is closest to: mineral.carbonate.none.medium.vswir.c-10a.jpl.beckman.spectrum.txt w/ score: 4.747
Actual closest compound, mineral.carbonate.none.coarse.vswir.c-10a.jpl.perkin.spectrum.txt, was 207 spectrum from closest

msd: mineral.carbonate.none.coarse.vswir.c-10a.jpl.perkin.spectrum.txt is closest to: mineral.carbonate.none.medium.vswir.c-10a.jpl.perkin.spectrum.txt w/ score: 4.225
Actual closest compound, mineral.carbonate.none.coarse.vswir.c-10a.jpl.beckman.spectrum.txt, was 107 spectrum from closest

msd: mineral.carbonate.none.fine.tir.aragonite_1.jhu.nicolet.spectrum.txt is closest to: mineral.halide.none.fine.tir.flourite_1.jhu.nicolet.spectrum.txt w/ score: 1.139
Actual closest compound, mineral.carbonate.none.fine.tir.c-10a.jpl.nicolet.spectrum.txt, was 237 spectrum from closest

msd: mineral.carbonate.none.fine.tir.c-10a.jpl.nicolet.spectrum.txt is closest to: mineral.arsenate.none.fine.tir.a-1a.jpl.nicolet.spectrum.txt w/ score: 0.568
Actual closest compound, mineral.carbonate.none.fine.tir.aragonite_1.jhu.nicolet.spectrum.txt, was 130 spectrum from closest

msd: mineral.carbonate.none.fine.vswir.c-10a.jpl.beckman.spectrum.txt is closest to: mineral.halide.none.fine.vswir.h-1a.jpl.beckman.spectrum.txt w/ score: 5.266
Actual closest compound, mineral.carbonate.none.fine.vswir.c-10a.jpl.perkin.spectrum.txt, was 64 spectrum from closest

msd: mineral.carbonate.none.fine.vswir.c-10a.jpl.perkin.spectrum.txt is closest to: mineral.halide.none.fine.vswir.h-1a.jpl.perkin.spectrum.txt w/ score: 2.767
Actual closest compound, mineral.carbonate.none.fine.vswir.c-10a.jpl.beckman.spectrum.txt, was 61 spectrum from closest

msd: mineral.carbonate.none.medium.tir.c-10a.jpl.nicolet.spectrum.txt is closest to: mineral.oxide.none.medium.tir.o-15a.jpl.nicolet.spectrum.txt w/ score: 0.658
Actual closest compound, mineral.carbonate.none.medium.tir.c-11a.jpl.nicolet.spectrum.txt, was 2 spectrum from closest

msd: mineral.carbonate.none.medium.tir.c-11a.jpl.nicolet.spectrum.txt is closest to: mineral.borate.none.fine.tir.b-2a.jpl.nicolet.spectrum.txt w/ score: 0.842
Actual closest compound, mineral.carbonate.none.medium.tir.c-10a.jpl.nicolet.spectrum.txt, was 9 spectrum from closest

msd: mineral.carbonate.none.medium.vswir.c-10a.jpl.beckman.spectrum.txt is closest to: mineral.carbonate.none.coarse.vswir.c-10a.jpl.beckman.spectrum.txt w/ score: 4.747
Actual closest compound, mineral.carbonate.none.medium.vswir.c-10a.jpl.perkin.spectrum.txt, was 131 spectrum from closest

msd: mineral.carbonate.none.medium.vswir.c-10a.jpl.perkin.spectrum.txt is closest to: mineral.carbonate.none.coarse.vswir.c-10a.jpl.perkin.spectrum.txt w/ score: 4.225
Actual closest compound, mineral.carbonate.none.medium.vswir.c-10a.jpl.beckman.spectrum.txt, was 98 spectrum from closest

msd: mineral.chloride.none.coarse.all.nmnh83904.usgs.perknic.spectrum.txt is closest to: mineral.borate.none.coarse.all.nmnh123943.usgs.perknic.spectrum.txt w/ score: 0.745
Actual closest compound, mineral.chloride.none.coarse.all.nmnh98011.usgs.perknic.spectrum.txt, was 295 spectrum from closest

msd: mineral.chloride.none.coarse.all.nmnh98011.usgs.perknic.spectrum.txt is closest to: water.seawater.none.liquid.tir.seafoam.jhu.becknic.spectrum.txt w/ score: 0.481
Actual closest compound, mineral.chloride.none.coarse.all.nmnh83904.usgs.perknic.spectrum.txt, was 275 spectrum from closest

msd: mineral.element.none.coarse.tir.e-1a.jpl.nicolet.spectrum.txt is closest to: mineral.element.none.medium.tir.e-1a.jpl.nicolet.spectrum.txt w/ score: 8.788
Actual closest compound, mineral.element.none.coarse.tir.e-2a.jpl.nicolet.spectrum.txt, was 6 spectrum from closest

msd: mineral.element.none.coarse.tir.e-2a.jpl.nicolet.spectrum.txt is closest to: mineral.element.none.medium.tir.e-2a.jpl.nicolet.spectrum.txt w/ score: 4.009
Actual closest compound, mineral.element.none.coarse.tir.e-1a.jpl.nicolet.spectrum.txt, was 9 spectrum from closest

msd: mineral.element.none.coarse.vswir.e-1a.jpl.beckman.spectrum.txt is closest to: mineral.element.none.medium.vswir.e-1a.jpl.beckman.spectrum.txt w/ score: 5.664
Actual closest compound, mineral.element.none.coarse.vswir.e-1a.jpl.perkin.spectrum.txt, was 244 spectrum from closest

msd: mineral.element.none.coarse.vswir.e-1a.jpl.perkin.spectrum.txt is closest to: mineral.element.none.medium.vswir.e-1a.jpl.perkin.spectrum.txt w/ score: 4.812
Actual closest compound, mineral.element.none.coarse.vswir.e-1a.jpl.beckman.spectrum.txt, was 211 spectrum from closest

msd: mineral.element.none.fine.tir.e-1a.jpl.nicolet.spectrum.txt is closest to: mineral.element.none.medium.tir.e-1a.jpl.nicolet.spectrum.txt w/ score: 5.387
Actual closest compound, mineral.element.none.fine.tir.e-2a.jpl.nicolet.spectrum.txt, was 4 spectrum from closest

msd: mineral.element.none.fine.tir.e-2a.jpl.nicolet.spectrum.txt is closest to: mineral.element.none.medium.tir.e-2a.jpl.nicolet.spectrum.txt w/ score: 4.442
Actual closest compound, mineral.element.none.fine.tir.e-1a.jpl.nicolet.spectrum.txt, was 5 spectrum from closest

msd: mineral.element.none.fine.vswir.e-1a.jpl.beckman.spectrum.txt is closest to: mineral.element.none.medium.vswir.e-1a.jpl.beckman.spectrum.txt w/ score: 12.401
Actual closest compound, mineral.element.none.fine.vswir.e-1a.jpl.perkin.spectrum.txt, was 197 spectrum from closest

msd: mineral.element.none.fine.vswir.e-1a.jpl.perkin.spectrum.txt is closest to: mineral.element.none.medium.vswir.e-1a.jpl.perkin.spectrum.txt w/ score: 6.433
Actual closest compound, mineral.element.none.fine.vswir.e-1a.jpl.beckman.spectrum.txt, was 143 spectrum from closest

msd: mineral.element.none.medium.tir.e-1a.jpl.nicolet.spectrum.txt is closest to: mineral.element.none.coarse.tir.e-1a.jpl.nicolet.spectrum.txt w/ score: 8.788
Actual closest compound, mineral.element.none.medium.tir.e-2a.jpl.nicolet.spectrum.txt, was 5 spectrum from closest

msd: mineral.element.none.medium.tir.e-2a.jpl.nicolet.spectrum.txt is closest to: mineral.element.none.fine.tir.e-2a.jpl.nicolet.spectrum.txt w/ score: 4.442
Actual closest compound, mineral.element.none.medium.tir.e-1a.jpl.nicolet.spectrum.txt, was 8 spectrum from closest

msd: mineral.element.none.medium.vswir.e-1a.jpl.beckman.spectrum.txt is closest to: mineral.element.none.fine.vswir.e-1a.jpl.beckman.spectrum.txt w/ score: 12.401
